sedalea,sedaleaname,year,fips,stateabb,multi_comp,subcat,subgroup,gap,gradecenter,tot_asmts,cellcount,mn_asmts,flag_estasmt,cs_mn_avg_ol,cs_mn_avg_ol_se,cs_mn_avg_ol_se_adj,cs_mn_avg_eb,cs_mn_avg_eb_se,cs_mn_avg_eb_se_adj,sedaleaname_cov,gslo,gshi,urban,suburb,town,rural,locale_city_large,locale_city_midsize,locale_city_small,locale_suburb_large,locale_suburb_midsize,locale_suburb_small,locale_town_fringe,locale_town_distant,locale_town_remote,locale_rural_fringe,locale_rural_distant,locale_rural_remote,avgrdall,pernam,perasn,perhsp,perblk,perwht,perfl,perrl,perfrl,perecd,perell,perspeced,totenrl,diffexpecd_blkwht,diffexpecd_hspwht,diffexpecd_namwht,diffexpecd_asnwht,hswhtblk,hswhthsp,hsflnfl,hsecdnec,rswhtblk,rswhthsp,rsflnfl,rsecdnec,diffexpmin2_blkwht,diffexpmin2_hspwht,diffexpmin2_namwht,diffexpmin2_asnwht,sesall,sesasn,sesblk,seshsp,sesnam,seswht,lninc50all,lninc50asn,lninc50blk,lninc50hsp,lninc50nam,lninc50wht,baplusall,baplusasn,baplusblk,baplushsp,baplusnam,bapluswht,povertyall,povertyasn,povertyblk,povertyhsp,povertynam,povertywht,unempall,unempasn,unempblk,unemphsp,unempnam,unempwht,snapall,snapasn,snapblk,snaphsp,snapnam,snapwht,single_momall,single_momasn,single_momblk,single_momhsp,single_momnam,single_momwht,seswhtblk,seswhthsp,seswhtasn,seswhtnam,urbanicity
2723910,Central Public School District,2018,27,MN,0,all,all,0,5.5,1632,12,136,0,0.372106129537131,0.0256961530662342,0.0285780096263917,0.3800330401041799,0.0192966567901839,0.0229330561781444,Central Public School District,Pre-Kindergarten,12,0,0,0.62667477,0.3733252,0,0,0,0,0,0,0,0.62667477,0,0,0.3733252,0,139.66667,0.0011933175,0.010739856,0.060859188,0.019093079,0.86873507,0.12110481,0.047605801,0.1687106,0.18115056,0.018270401,0.16321559,838,-0.041938443,-1.4724334e-4,0.088473216,-0.0410292,0.053896487,0.0086754272,0.014949469,0.037622087,0.0067140511,0.0035284346,0.010814033,0.03173003,0.0042480235,0.0037239511,0.0051579922,0.0026028671,1.2953135,NA,NA,NA,NA,1.4079148,11.187108,NA,NA,NA,NA,11.195418,0.2231658,NA,NA,NA,NA,0.21595992,0.039952818,NA,NA,NA,NA,0.036080636,0.026072005,NA,NA,NA,NA,0.027658924,0.034848697,NA,NA,NA,NA,0.019708313,0.095213741,NA,NA,NA,NA,0.068150222,NA,NA,NA,NA,Town
2731800,Rochester Public School District,2018,27,MN,0,all,all,0,5.5,16028,12,1335.666666666667,0,0.0874106033358637,0.0098215929645396,0.0159020137141148,0.0851627949198298,0.0089526321620941,0.0152876984867421,Rochester Public School District,Pre-Kindergarten,12,0.90229315,0,0,0.097706877,0,0.90229315,0,0,0,0,0,0,0,0.097706877,0,0,1355.8334,0.0054087276,0.10276583,0.10448679,0.16004917,0.56508911,0.32112372,0.077926248,0.39904997,0.39820582,0.11447421,0.1747624,8135,0.16308729,0.075897992,0.032871824,0.028508952,0.16762093,0.083571978,0.10431145,0.097233362,0.19080958,0.068561323,0.12473287,0.12257071,0.17336462,0.06738206,0.0052574254,0.014348775,1.00293,1.3599019,-3.4652028,-0.45317116,NA,1.3583434,11.111589,11.200091,10.261901,10.851149,NA,11.16539,0.45806646,0.55923522,0.18313265,0.24138357,NA,0.47643569,0.096767955,0.064948089,0.40345851,0.16788016,NA,0.06708274,0.041361067,0.032499678,0.16829939,0.070655003,NA,0.028592998,0.083820745,0.073895611,0.4523375,0.16792449,NA,0.054961815,0.14321905,0.11222871,0.47007075,0.26932251,NA,0.11449912,4.6630964,1.6351138,-0.042608652,NA,City
2732850,Sauk Centre Public School District,2018,27,MN,0,all,all,0,5.5,951,12,79.25,0,0.1706425476172125,0.0320622602218512,0.034415096721301,0.1650914656611455,0.0223596138994421,0.0255639675348702,Sauk Centre Public School District,Pre-Kindergarten,12,0,0,0.48616236,0.51383764,0,0,0,0,0,0,0,0.48616236,0,0.51383764,0,0,80.333336,0,0.0082987556,0.087136932,0.0062240665,0.88174272,0.27687886,0.12520313,0.40208197,0.39915967,0.039667897,0.18450184,482,0,0,NA,0,-2.0498442e-8,1.6149651e-8,8.1066203e-9,-1.1790828e-8,0,0,0,0,0,0,NA,0,0.85299003,NA,NA,NA,NA,0.93398708,10.908119,NA,NA,NA,NA,10.928417,0.16530642,NA,NA,NA,NA,0.17133757,0.097128056,NA,NA,NA,NA,0.084231906,0.021588156,NA,NA,NA,NA,0.024234997,0.072090574,NA,NA,NA,NA,0.060845263,0.078783117,NA,NA,NA,NA,0.082444169,NA,NA,NA,NA,Town
2801110,Coahoma County School District,2018,28,MS,0,all,all,0,5.5,1210,10,121,0,-0.4470707299089473,0.0260285548699997,0.0279230285744343,-0.431164484300614,0.0218480552996793,0.0240268648700344,Coahoma County School District,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57977206,0.42022792,0,120.16666,0,0,0.019417476,0.90291262,0.074895978,0.96335274,0.025462383,0.98881513,1,0.0056980057,0.19088319,721,0,0,NA,NA,0.16528988,0.10125358,0.022742424,NA,0.09635061,0.087825961,0.0084410654,NA,0.091382749,-0.004611244,NA,NA,-2.4851134,NA,-4.1123738,NA,NA,0.60737151,10.133816,NA,9.8928843,NA,NA,10.819306,0.12077405,NA,0.09740933,NA,NA,0.16223578,0.27061024,NA,0.40269771,NA,NA,0.10088634,0.10903932,NA,0.24141695,NA,NA,0.046883371,0.28086144,NA,0.4063431,NA,NA,0.074124806,0.34171352,NA,0.53270435,NA,NA,0.082819335,4.3593998,NA,NA,NA,Rural
2802100,Itawamba County School District,2018,28,MS,0,all,all,0,5.5,3440,12,286.6666666666667,0,-0.0704821154938238,0.015204016353218,0.018258476645575,-0.062685775371347,0.0142181798847076,0.0173812932297614,Itawamba County School District,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0.46115702,0.53884298,0,285.16666,5.8445352e-4,0.0029222677,0.008766803,0.070718877,0.90239626,0.5448463,0.11721727,0.6620636,0.53255814,0.00523416,0.19862258,1711,0.060321148,0.064923249,-0.04726553,-0.046309657,0.20412143,0.16950412,0.024634516,0.027397361,0.094398566,0.019373422,0.032691792,0.035998378,0.099903882,0.097926155,0.032196537,-0.015830923,-0.12112051,NA,-1.4590857,NA,NA,0.0094774673,10.527746,NA,10.596503,NA,NA,10.546958,0.13514976,NA,0.097708002,NA,NA,0.13829991,0.15157029,NA,0.23315129,NA,NA,0.13861403,0.045073375,NA,0.061381914,NA,NA,0.042291995,0.11267463,NA,0.27183634,NA,NA,0.10177124,0.19346473,NA,0.40324125,NA,NA,0.16985014,1.6102558,NA,NA,NA,Rural
2803000,Moss Point Separate School District,2018,28,MS,0,all,all,0,5.5,1808,12,150.6666666666667,0,-0.5804816836966812,0.0216914954188143,0.0239317953704382,-0.5954822120568901,0.0191108026882462,0.0215679274501313,Moss Point Separate School District,Pre-Kindergarten,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150.33333,0,0.0011086474,0.033259425,0.74722838,0.19623061,0.85784978,0.06121042,0.91906017,1,0.03759791,0.1383812,902,0,0,NA,0,-8.5285636e-9,-1.7638097e-8,-4.9799467e-9,NA,0,0,0,NA,0,0,NA,0,-0.93537217,NA,-1.8523865,NA,NA,-0.076386161,10.493273,NA,10.204703,NA,NA,10.651515,0.12432893,NA,0.11804854,NA,NA,0.13747145,0.20285042,NA,0.28170916,NA,NA,0.12479411,0.095506229,NA,0.11348137,NA,NA,0.06888245,0.15336838,NA,0.206338,NA,NA,0.098722033,0.25576434,NA,0.4200578,NA,NA,0.12478136,1.7347261,NA,NA,NA,Suburb
2803270,North Tippah School District,2018,28,MS,0,all,all,0,5.5,1197,12,99.75,0,-0.1160103386207537,0.0258575444216935,0.0277636895903253,-0.1430904337721277,0.0219755738119035,0.0241428780278464,North Tippah School District,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.40356314,0.59643686,99.166664,0,0.0016806723,0.016806724,0.067226894,0.88067228,0.61992586,0.12223811,0.74216396,0.62938231,0,0.18745159,595,0.012758126,-0.0068165064,NA,0.088213205,0.1041966,0.1950826,0.0070671709,0.023012307,0.040486194,0.029814115,0.0094164796,0.030176112,0.042439695,0.034044094,NA,-0.085947715,-0.6568774,NA,NA,NA,NA,-0.23876747,10.444523,NA,NA,NA,NA,10.527987,0.10312635,NA,NA,NA,NA,0.11388979,0.20656307,NA,NA,NA,NA,0.1607064,0.058228627,NA,NA,NA,NA,0.049134597,0.17231658,NA,NA,NA,NA,0.13887592,0.17610046,NA,NA,NA,NA,0.13004398,NA,NA,NA,NA,Rural
2804020,Smith County School District,2018,28,MS,0,all,all,0,5.5,2562,12,213.5,0,-0.0736885624110973,0.0198703546013979,0.0222944129353832,-0.0821248739244858,0.0178060292719192,0.020420758887404,Smith County School District,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.30235121,0.69764876,213,0,7.8247261e-4,0.014084507,0.2769953,0.69640064,0.58045757,0.12320781,0.70366538,0.58391881,0.0036737693,0.17009552,1278,0.042306405,0.020029346,NA,-0.1047875,0.082117654,0.096336424,0.020794252,0.01805071,0.092169836,0.012913789,0.028361751,0.024224609,0.091454655,0.047448602,NA,-0.14708152,0.0062037571,NA,-1.6576238,NA,NA,0.50005776,10.547944,NA,10.10558,NA,NA,10.727414,0.1259495,NA,0.047568444,NA,NA,0.15017588,0.16468786,NA,0.28939494,NA,NA,0.12442731,0.037251975,NA,0.061081659,NA,NA,0.028220512,0.10440101,NA,0.20102935,NA,NA,0.081583917,0.15746453,NA,0.40148038,NA,NA,0.10318363,2.11954,NA,NA,NA,Rural
2900003,Portageville,2018,29,MO,0,all,all,0,5.5,572,11,52,0,0.1069684050752546,0.042620850996077,0.044211224922997,0.0703070310277796,0.029734275999939,0.0319282663773399,Portageville,Pre-Kindergarten,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52,0,0.0032051282,0.032051284,0.20833333,0.68589741,0.56928247,0.062580004,0.63186246,0.68387097,0,0.15577191,312,0,0,NA,0,6.4406014e-9,-3.4234824e-9,1.0296153e-8,4.1937906e-9,0,0,0,0,0,0,NA,0,-1.12488,NA,-2.4298425,NA,NA,-0.52951235,10.411139,NA,10.218933,NA,NA,10.563886,0.11822806,NA,0.078341246,NA,NA,0.12858622,0.1896714,NA,0.36345324,NA,NA,0.12201636,0.06979534,NA,0.084519252,NA,NA,0.056060463,0.24392726,NA,0.29265067,NA,NA,0.1945698,0.19718502,NA,0.39634666,NA,NA,0.14373659,1.8561858,NA,NA,NA,Town
2903000,Santa Fe R-X,2018,29,MO,0,all,all,0,5.5,247,11,22.45454545454545,0,-0.1123517412088205,0.06273265895477,0.0638238354307975,-0.0664446805461446,0.035444588739409,0.0373042342841622,Santa Fe R-X,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24.166666,0,0,0.08275862,0.0068965517,0.91034484,0.3593545,0.075557195,0.4349117,0.47014925,0.043209877,0.11111111,145,0,0,NA,NA,2.3830287e-8,1.0072264e-8,-2.7512897e-8,-7.5171807e-9,0,0,0,0,0,0,NA,NA,0.37422225,NA,NA,NA,NA,0.6174621,10.761133,NA,NA,NA,NA,10.783397,0.17389432,NA,NA,NA,NA,0.18334562,0.092732653,NA,NA,NA,NA,0.081804,0.062009234,NA,NA,NA,NA,0.047420137,0.068825789,NA,NA,NA,NA,0.071401231,0.11628221,NA,NA,NA,NA,0.096138395,NA,NA,NA,NA,Rural
2905790,Adair County R-II,2018,29,MO,0,all,all,0,5.5,132,11,12,0,0.1099135504899717,0.0858968928122759,0.0866970107002869,0.0785667068941771,0.039640049212846,0.0413112639145631,Adair County R-II,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.833333,0,0,0,0,0.91549295,0.31589535,0.13901591,0.45491126,0.47142857,0,0.2012987,71,NA,NA,NA,NA,NA,NA,2.8105761e-8,-4.4652202e-9,NA,NA,0,0,NA,NA,NA,NA,0.66039395,NA,NA,NA,NA,0.69332522,10.81336,NA,NA,NA,NA,10.816998,0.19822527,NA,NA,NA,NA,0.1998661,0.1213901,NA,NA,NA,NA,0.10463353,0.046423201,NA,NA,NA,NA,0.042260699,0.057612266,NA,NA,NA,NA,0.057726011,0.086436853,NA,NA,NA,NA,0.089980409,NA,NA,NA,NA,Rural
2905910,Bronaugh R-VII,2018,29,MO,0,all,all,0,5.5,129,9,14.33333333333333,0,-0.6283825556455883,0.0845847787292931,0.0853971911847545,-0.5184238004364913,0.0392348094427571,0.0409225768571736,Bronaugh R-VII,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.666667,0,0,0,0,0.98780489,0.3357535,0.11659924,0.45235273,0.57647061,0,0.14689265,82,NA,NA,NA,NA,NA,NA,5.0946203e-9,1.3021575e-9,NA,NA,0,0,NA,NA,NA,NA,0.15887207,NA,NA,NA,NA,0.2635507,10.633449,NA,NA,NA,NA,10.633092,0.15875635,NA,NA,NA,NA,0.15933375,0.12312987,NA,NA,NA,NA,0.10662229,0.055446789,NA,NA,NA,NA,0.047336057,0.13457733,NA,NA,NA,NA,0.11950289,0.084660947,NA,NA,NA,NA,0.088249877,NA,NA,NA,NA,Rural
2912930,Golden City R-III,2018,29,MO,0,all,all,0,5.5,185,11,16.81818181818182,0,-0.1140684479194654,0.0748990294155149,0.0758153023930407,-0.1338213623415136,0.0380542113170167,0.0397920849363537,Golden City R-III,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.833334,0,0,0.0099009899,0,0.88118809,0.50845921,0.14722618,0.65568542,0.69607842,0.015544041,0.15544042,101,NA,0,NA,NA,NA,5.2645827e-8,-1.0389779e-9,-9.3870653e-9,NA,0,0,0,NA,0,NA,NA,-0.044398472,NA,NA,NA,NA,0.17432311,10.558504,NA,NA,NA,NA,10.56576,0.127753,NA,NA,NA,NA,0.13353911,0.14737365,NA,NA,NA,NA,0.11813732,0.04799008,NA,NA,NA,NA,0.042157084,0.11021016,NA,NA,NA,NA,0.10771116,0.17346276,NA,NA,NA,NA,0.13400018,NA,NA,NA,NA,Rural
2913680,Hardin-Central C-2,2018,29,MO,0,all,all,0,5.5,204,11,18.54545454545455,0,-0.1838751418402404,0.0647640446836913,0.0658215538661402,-0.0960673508205862,0.0357052217699795,0.0375519624822091,Hardin-Central C-2,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.666667,0,0,0.017241379,0,0.96551722,0.39285713,0.071428582,0.4642857,0.45132744,0,0.4642857,58,NA,0,NA,NA,NA,1.1201145e-8,3.4479193e-8,-1.1750536e-8,NA,0,0,0,NA,0,NA,NA,0.25886598,NA,NA,NA,NA,NA,10.864883,NA,NA,NA,NA,NA,0.17942689,NA,NA,NA,NA,NA,0.14670944,NA,NA,NA,NA,NA,0.048388146,NA,NA,NA,NA,NA,0.11188682,NA,NA,NA,NA,NA,0.1391516,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rural
2914550,Hollister R-V,2018,29,MO,0,all,all,0,5.5,1075,11,97.72727272727272,0,-0.1165308119833394,0.0285299627622344,0.0308553762702145,-0.0927862328126135,0.0230978071438917,0.0258610850406212,Hollister R-V,Pre-Kindergarten,12,0,0,0.74212033,0.25787964,0,0,0,0,0,0,0,0.74212033,0,0.25787964,0,0,97.833336,0.0051107327,0.0017035775,0.090289608,0.017035775,0.85519594,0.5841378,0.14404695,0.72818476,0.69087839,0.029369628,0.12106017,587,0,0,0,0,8.100395e-9,-1.0018959e-8,1.0765935e-8,1.0368061e-8,0,0,0,0,0,0,0,0,-0.12985693,NA,NA,NA,NA,-0.098702006,10.578222,NA,NA,NA,NA,10.568579,0.19726813,NA,NA,NA,NA,0.1972062,0.16442215,NA,NA,NA,NA,0.15051059,0.06101983,NA,NA,NA,NA,0.055741027,0.14494033,NA,NA,NA,NA,0.13610351,0.13940611,NA,NA,NA,NA,0.12911673,NA,NA,NA,NA,Town
2915180,Glenwood R-VIII,2018,29,MO,0,all,all,0,5.5,309,11,28.09090909090909,0,-0.0037307226766697,0.0578571299845008,0.059038487104646,-0.0565476395048242,0.034750532269267,0.036645416051932,Glenwood R-VIII,Pre-Kindergarten,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27.5,0,0.0060606059,0.024242423,0,0.969697,0.38493723,0.15062761,0.53556484,0.53293413,0,0.10460251,165,NA,0,NA,0,NA,5.5192473e-10,-6.5399988e-9,-7.4480586e-9,NA,0,0,0,NA,0,NA,0,0.15204315,NA,NA,NA,NA,0.19215405,10.604971,NA,NA,NA,NA,10.554721,0.18366717,NA,NA,NA,NA,0.18059799,0.13081352,NA,NA,NA,NA,0.11479802,0.064452931,NA,NA,NA,NA,0.052902363,0.047506306,NA,NA,NA,NA,0.050125115,0.10488376,NA,NA,NA,NA,0.098454066,NA,NA,NA,NA,Rural
2916860,Oregon-Howell R-III,2018,29,MO,0,all,all,0,5.5,181,11,16.45454545454545,0,-0.4013632685924988,0.0813763050339743,0.082220426236699,-0.3530742817971216,0.0388792854196871,0.0405818414979818,Oregon-Howell R-III,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.166667,0.010989011,0,0.10989011,0,0.85714287,0.71084338,0.096385539,0.80722892,0.78571427,0.02238806,0.17910448,91,NA,0,0,NA,NA,-1.4710195e-8,-5.1019078e-9,-2.3003641e-9,NA,0,0,0,NA,0,0,NA,-0.22153524,NA,NA,NA,NA,-0.085389912,10.533105,NA,NA,NA,NA,10.581846,0.13785413,NA,NA,NA,NA,0.12621838,0.15220504,NA,NA,NA,NA,0.12387469,0.057674054,NA,NA,NA,NA,0.048820384,0.14593515,NA,NA,NA,NA,0.13833842,0.11985133,NA,NA,NA,NA,0.12081847,NA,NA,NA,NA,Rural
2918670,Lincoln R-II,2018,29,MO,0,all,all,0,5.5,439,11,39.90909090909091,0,0.0347166002850027,0.0454615057024431,0.0469557661027408,0.0369034744090068,0.0305980617528934,0.0327342085234346,Lincoln R-II,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0.017094018,0.012820513,0.94017094,0.52368253,0.099907167,0.62358975,0.56066948,0.0060975607,0.16666667,234,0,0,NA,NA,8.3717442e-9,2.1119739e-8,-1.3107676e-9,1.4134157e-8,0,0,0,0,0,0,NA,NA,-0.16236006,NA,NA,NA,NA,-0.017271634,10.593328,NA,NA,NA,NA,10.621225,0.10215383,NA,NA,NA,NA,0.10473973,0.13318884,NA,NA,NA,NA,0.1168666,0.06840948,NA,NA,NA,NA,0.056297034,0.12071616,NA,NA,NA,NA,0.11386375,0.1207763,NA,NA,NA,NA,0.11004866,NA,NA,NA,NA,Rural
2921880,Macon County R-IV,2018,29,MO,0,all,all,0,5.5,79,11,7.181818181818182,0,0.0735756101332379,0.1046656753928273,0.1053233073683063,0.0369430909696435,0.0417306208787199,0.04332126202623,Macon County R-IV,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0.020833334,0.97916669,0.44200131,0.12271399,0.56471533,0.5,0,0.15533981,48,0,NA,NA,NA,1.5670755e-8,NA,-5.3594476e-9,-5.623878e-10,0,NA,0,0,0,NA,NA,NA,0.5517723,NA,NA,NA,NA,0.64499474,10.658974,NA,NA,NA,NA,10.661373,0.21472917,NA,NA,NA,NA,0.21776126,0.13903731,NA,NA,NA,NA,0.10852487,0.04489236,NA,NA,NA,NA,0.041103441,0.082146473,NA,NA,NA,NA,0.083575271,0.019814866,NA,NA,NA,NA,0.025019025,NA,NA,NA,NA,Rural
2923190,South Holt County R-I,2018,29,MO,0,all,all,0,5.5,271,11,24.63636363636364,0,0.2144116323365137,0.057217737323726,0.0584120273061031,0.2337983982840843,0.0340845624979971,0.0360145029856265,South Holt County R-I,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23.166666,0,0.0071942448,0.01438849,0.0071942448,0.971223,0.60672116,0.065899134,0.6726203,0.3537415,0,0.083636366,139,0,0,NA,0,3.2832332e-8,2.2207981e-8,-5.8737584e-9,-2.0468734e-8,0,0,0,0,0,0,NA,0,0.36132547,NA,NA,NA,NA,0.43050343,10.657062,NA,NA,NA,NA,10.657129,0.18100016,NA,NA,NA,NA,0.18850976,0.13678947,NA,NA,NA,NA,0.11239079,0.035576444,NA,NA,NA,NA,0.035572454,0.1088015,NA,NA,NA,NA,0.10647668,0.11409792,NA,NA,NA,NA,0.11402161,NA,NA,NA,NA,Rural
2923580,Parkway C-2,2018,29,MO,0,all,all,0,5.5,14767,11,1342.454545454545,0,0.4941410937635976,0.010952323360637,0.0160638991704377,0.4954226024091536,0.0105551416868282,0.0157066241010232,Parkway C-2,Pre-Kindergarten,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1353.6666,0.001600591,0.12570795,0.054789461,0.17360257,0.58347696,0.15098724,0.030105021,0.18109225,0.21705137,0.14039251,0.37002352,8122,0.037212394,0.03770772,-0.025359871,-0.0033498183,0.061301023,0.064120628,0.031844534,0.044812068,0.066868342,0.039052617,0.026696427,0.047549855,0.058109507,0.047191132,-0.0060448698,0.0068407306,1.7676345,2.2097218,0.29293674,1.1456296,NA,1.8522255,11.332336,11.478752,10.896661,11.218555,NA,11.361981,0.62411618,0.8215,0.49347198,0.47527003,NA,0.61223793,0.052560046,0.049648531,0.086875401,0.11282568,NA,0.046402756,0.033188809,0.034591723,0.048709802,0.063514195,NA,0.029205965,0.020835774,0.034021232,0.087963745,0.028537758,NA,0.013664398,0.10815022,0.041653715,0.38616773,0.11230884,NA,0.09950763,1.5335308,0.66923332,-0.36299938,NA,Suburb
2927090,Salem R-80,2018,29,MO,0,all,all,0,5.5,820,11,74.54545454545455,0,-0.1407113631131234,0.0376153335127561,0.0394082324500593,-0.1324984525705336,0.0274906843737299,0.0298500377212134,Salem R-80,Pre-Kindergarten,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,78,0.0064102565,0.0021367522,0.012820513,0,0.94230771,0.49972293,0.10782775,0.60755068,1,0.0020818876,0.19708535,468,NA,0,0,0,NA,-1.4550697e-8,-6.9553581e-9,NA,NA,0,0,NA,NA,0,0,0,-0.91618562,NA,NA,NA,NA,-0.70269948,10.303991,NA,NA,NA,NA,10.322159,0.13747732,NA,NA,NA,NA,0.1403944,0.21617736,NA,NA,NA,NA,0.17815323,0.058190715,NA,NA,NA,NA,0.051397733,0.19028516,NA,NA,NA,NA,0.16872802,0.22561468,NA,NA,NA,NA,0.18277311,NA,NA,NA,NA,Town
2927830,Sedalia 200,2018,29,MO,0,all,all,0,5.5,4278,11,388.9090909090909,0,0.021284094054529,0.0192006657475126,0.022511353462414,0.0229196216216398,0.0173069084841221,0.0208522446249702,Sedalia 200,Pre-Kindergarten,12,0,0,0.719675,0.28032503,0,0,0,0,0,0,0,0,0.719675,0.28032503,0,0,390.33334,0.0085397093,0.0059777969,0.16737831,0.051238257,0.70367205,0.56013125,0.088277131,0.64840841,0.65412885,0.082994774,0.14509577,2342,0.0173347,0.021346828,0.0072491467,-0.038058233,0.030222159,0.024689818,0.0088106952999999991,0.018971764,0.013386782,0.02330932,0.011244556,0.02337309,0.021078354,0.024353459,-0.0081673684,-0.023066953,-0.35687986,NA,-2.2500198,-0.47889352,NA,-0.23918493,10.544512,NA,10.292397,10.694775,NA,10.55867,0.19674236,NA,0.077377126,0.096983872,NA,0.20342177,0.17443709,NA,0.33525246,0.23077956,NA,0.154723,0.066993549,NA,0.15477382,0.05745364,NA,0.058876656,0.14807163,NA,0.25896537,0.15659955,NA,0.13991152,0.20249449,NA,0.36232004,0.1762621,NA,0.19335116,2.17432,0.58681923,NA,NA,Town
2929430,Steelville R-III,2018,29,MO,0,all,all,0,5.5,867,11,78.81818181818181,0,0.093609511256857,0.0347686440167569,0.0367008729640863,0.0245230528836747,0.0263369614327689,0.0287910153022255,Steelville R-III,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,77,0.0021645022,0.0021645022,0.010822511,0.0021645022,0.97619045,0.55450761,0.09514907,0.64965665,0.63080168,0,0.15827338,462,0,0,0,0,-2.9236089e-8,-7.8831848e-9,6.8568351e-9,1.4012704e-8,0,0,0,0,0,0,0,0,-0.41343644,NA,NA,NA,NA,-0.21916802,10.368079,NA,NA,NA,NA,10.473746,0.10193744,NA,NA,NA,NA,0.10705096,0.18125044,NA,NA,NA,NA,0.1485742,0.056533881,NA,NA,NA,NA,0.050529122,0.14979507,NA,NA,NA,NA,0.13118997,0.13670492,NA,NA,NA,NA,0.13108459,NA,NA,NA,NA,Rural
2929820,Sunrise R-IX,2018,29,MO,0,all,all,0,5.5,337,11,30.63636363636364,0,0.2021605056824043,0.0537045201498136,0.0549751848935842,0.1670036803474801,0.032535744723003,0.0345523039651807,Sunrise R-IX,Pre-Kindergarten,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,29.333334,0,0,0.0056818184,0.022727273,0.97159094,0.37987012,0.11363637,0.49350649,0.44198895,0,0.1525974,176,0,0,NA,NA,2.8893954e-8,2.3830287e-8,-4.4376409e-9,7.3880466e-9,0,0,0,0,0,0,NA,NA,0.36158106,NA,NA,NA,NA,0.4087595,10.907862,NA,NA,NA,NA,10.910966,0.081677362,NA,NA,NA,NA,0.082251616,0.1151582,NA,NA,NA,NA,0.10666409,0.044971332,NA,NA,NA,NA,0.042020071,0.1354644,NA,NA,NA,NA,0.12020264,0.091961011,NA,NA,NA,NA,0.095106304,NA,NA,NA,NA,Rural
2932070,Willow Springs R-IV,2018,29,MO,0,all,all,0,5.5,1103,11,100.2727272727273,0,0.0343229046465741,0.0287713629474743,0.0310787193336104,0.0199904794420124,0.023018114096267,0.0257899321668474,Willow Springs R-IV,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99.333336,0.0016778524,0.0083892616,0.020134227,0,0.95973152,0.58801156,0.09182141,0.67983299,0.6436975,0.055018589,0.18587361,596,NA,0,0,0,NA,2.802201e-8,-1.7531404e-8,1.4849787e-8,NA,0,0,0,NA,0,0,0,-0.73677915,NA,NA,NA,NA,-0.65502518,10.414023,NA,NA,NA,NA,10.411609,0.15533341,NA,NA,NA,NA,0.15354782,0.18885073,NA,NA,NA,NA,0.17101403,0.069516882,NA,NA,NA,NA,0.060067233,0.20774297,NA,NA,NA,NA,0.18249698,0.16017047,NA,NA,NA,NA,0.14673688,NA,NA,NA,NA,Rural
3006840,Clancy Elementary,2018,30,MT,0,all,all,0,5.5,458,12,38.16666666666666,0,0.3761593414831004,0.0451035862595976,0.0460168810196311,0.4373272751406526,0.0194933974339439,0.0214902743019487,Clancy Elementary,Pre-Kindergarten,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,38.666668,0,0.0043103448,0.017241379,0.0043103448,0.93103451,0.1731194,0.082678854,0.25579825,0.21834061,0,0.12571429,232,0,0,NA,0,4.7239329e-8,1.2542193e-8,1.5078507e-8,1.3310977e-8,0,0,0,0,0,0,NA,0,1.4420117,NA,NA,NA,NA,1.4550271,11.157631,NA,NA,NA,NA,11.167015,0.37787873,NA,NA,NA,NA,0.38826999,0.063636884,NA,NA,NA,NA,0.053550944,0.037911378,NA,NA,NA,NA,0.038400672,0.016721264,NA,NA,NA,NA,0.018849617,0.095196784,NA,NA,NA,NA,0.1006593,NA,NA,NA,NA,Rural
